mission,yearmon,month,year,unsc_resolution,peaceag_cease_monitor,buffer_monitor,liaise_warpart,goodoffices,peaceag_cease_assist,humrts_monitor,refugees_monitor,humrts_protect,children_protect,women_protect,prociv,unpersonnel_protect,demining_assist,refugees_assist,humaid_assist,humpersonnel_protect,borders_monitor,weaponstrade_monitor,weaponsembargo_monitor,cargoinspections,resources_monitor,ch7,election_monitor,election_security,election_assist,govcap_assist,cultural_pres,qip_assist,justice_assist,securitysectorreform_assist,policereform_assist,police_monitor,police_jointpatrols,reconciliation,justice_warcrim,ddr_monitor,ddr_assist,mission_pr,freepress,au_coop,eu_coop,undp_coop,ecowas_coop,jmc_coop,othermission_coop,oas_coop,osce_coop,cis_coop,coop_other,ccode,ccode2,ccode3,ccode4,ccode5,region,subtasks,totaltasks,numtasks,pkratio,vlimratio,pbratio,factor1,factor2,factor3,missionen,govpolicies_assist
MONUC,483,4,2000,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,494,3,2001,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,491,12,2000,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,506,3,2002,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,510,7,2002,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,528,1,2004,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,525,10,2003,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,495,4,2001,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,514,11,2002,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,517,2,2003,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,496,5,2001,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,519,4,2003,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,531,4,2004,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,518,3,2003,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,497,6,2001,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,504,1,2002,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,511,8,2002,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,487,8,2000,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,498,7,2001,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,530,3,2004,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,481,2,2000,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,505,2,2002,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,533,6,2004,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,529,2,2004,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,489,10,2000,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,503,12,2001,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,492,1,2001,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,485,6,2000,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,526,11,2003,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,490,11,2000,1291,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,490,,,,,Africa,5,15,10,.2,.80000001,0,.22089615,1.8638306,-1.0240977,MONUC,0
MONUC,585,10,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,562,11,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,548,9,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,572,9,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,582,7,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,538,11,2004,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,571,8,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,541,2,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,580,5,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,564,1,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,546,7,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,551,12,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,586,11,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,540,1,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,563,12,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,544,5,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,576,1,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,554,3,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,545,6,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,569,6,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,559,8,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,566,3,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,577,2,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,584,9,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,579,4,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,567,4,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,570,7,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,543,4,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,555,4,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,556,5,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,557,6,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,539,12,2004,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,583,8,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,561,10,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,542,3,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,537,10,2004,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,573,10,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,575,12,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,552,1,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,550,11,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,547,8,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,568,5,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,581,6,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,549,10,2005,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,560,9,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,553,2,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,574,11,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,578,3,2008,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,558,7,2006,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,565,2,2007,1565,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,490,,,,,Africa,12,30,18,.1724138,.55172414,.27586207,1.1408443,2.345603,1.2705767,MONUC,1
MONUC,603,4,2010,1856,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,490,,,,,Africa,14,33,19,.1875,.5,.3125,1.6421424,1.9681994,1.1720777,MONUC,1
